Mutation Probability,Crossover Probability,Best Fitnesses,ABF Curves,Running Times
0.2,0.2,"[np.float64(0.6542485847485843), np.float64(0.6392839105339108), np.float64(0.4897601842601844), np.float64(0.6392839105339108), np.float64(0.5380937950937947), np.float64(0.5587626262626258), np.float64(0.523426850926851), np.float64(0.4797604617604616), np.float64(0.5720508658008658), np.float64(0.4145448162948158)]","[[np.float64(-3.653242923742924), np.float64(-2.672948773448774), np.float64(-0.8775772005772006), np.float64(-0.8775772005772006), np.float64(-0.8775772005772006), np.float64(-0.6729487734487737), np.float64(-0.46190620490620526), np.float64(-0.46190620490620526), np.float64(-0.46190620490620526), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5644590621796505), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.5969744144744147), np.float64(0.6442485847485844), np.float64(0.6442485847485844), np.float64(0.6442485847485844), np.float64(0.6442485847485844), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843)], [np.float64(-1.7365762570762573), np.float64(-1.7365762570762573), np.float64(-1.7365762570762573), np.float64(-0.8386248196248196), np.float64(-0.8386248196248196), np.float64(-0.6532429237429241), np.float64(-0.6532429237429241), np.float64(0.34675707625707586), np.float64(0.34675707625707586), np.float64(0.34675707625707586), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.39171497946497913), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.591646103896104), np.float64(0.591646103896104), np.float64(0.591646103896104), np.float64(0.591646103896104), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108)], [np.float64(-3.703242923742924), np.float64(-3.703242923742924), np.float64(-1.5460858308358307), np.float64(-1.5460858308358307), np.float64(-1.5460858308358307), np.float64(-0.6804130869130871), np.float64(-0.6804130869130871), np.float64(-0.6804130869130871), np.float64(0.31958691308691284), np.float64(0.34241674991674953), np.float64(0.36454481629481594), np.float64(0.36454481629481594), np.float64(0.3866728826728822), np.float64(0.3866728826728822), np.float64(0.39067460317460323), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.4116728826728822), np.float64(0.44480228105228137), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844), np.float64(0.4897601842601844)], [np.float64(-2.781663558663559), np.float64(-2.653242923742924), np.float64(-2.653242923742924), np.float64(-0.6729487734487737), np.float64(-0.6729487734487737), np.float64(-0.6729487734487737), np.float64(-0.6729487734487737), np.float64(0.04565967365967366), np.float64(0.0826753246753247), np.float64(0.3084653679653676), np.float64(0.3084653679653676), np.float64(0.3084653679653676), np.float64(0.42582251082251077), np.float64(0.3695869130869127), np.float64(0.3695869130869127), np.float64(0.3695869130869127), np.float64(0.3941129148629148), np.float64(0.3941129148629148), np.float64(0.3941129148629148), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4964271284271283), np.float64(0.4964271284271283), np.float64(0.4964271284271283), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5601808191808186), np.float64(0.5601808191808186), np.float64(0.5601808191808186), np.float64(0.5601808191808186), np.float64(0.5601808191808186), np.float64(0.5601808191808186), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108), np.float64(0.6392839105339108)], [np.float64(-1.8438253968253968), np.float64(-1.8438253968253968), np.float64(-1.790200826950827), np.float64(-0.7988674936174937), np.float64(-0.703242923742924), np.float64(-0.703242923742924), np.float64(-0.703242923742924), np.float64(-0.7735341602841603), np.float64(0.20113250638250635), np.float64(0.25238023088023076), np.float64(0.39523701298701297), np.float64(0.25238023088023076), np.float64(0.25238023088023076), np.float64(0.29675707625707604), np.float64(0.29675707625707604), np.float64(0.39523701298701297), np.float64(0.39523701298701297), np.float64(0.39523701298701297), np.float64(0.46584826284826275), np.float64(0.39523701298701297), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.46584826284826275), np.float64(0.5380937950937947), np.float64(0.5380937950937947)], [np.float64(-1.9543403263403263), np.float64(-0.8541249583749586), np.float64(-0.8541249583749586), np.float64(-1.5202395382395384), np.float64(-0.5202395382395384), np.float64(0.04565967365967366), np.float64(0.04565967365967366), np.float64(0.3257500832500828), np.float64(0.3257500832500828), np.float64(0.3257500832500828), np.float64(0.36759379509379486), np.float64(0.3257500832500828), np.float64(0.3257500832500828), np.float64(0.3257500832500828), np.float64(0.34241674991674953), np.float64(0.34241674991674953), np.float64(0.34241674991674953), np.float64(0.3507500832500829), np.float64(0.3507500832500829), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.43657467532467537), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258), np.float64(0.5587626262626258)], [np.float64(-3.9100841935841935), np.float64(-1.9100841935841937), np.float64(-1.9100841935841937), np.float64(-1.9100841935841937), np.float64(-1.7365762570762573), np.float64(-1.7365762570762573), np.float64(-0.7927247474747474), np.float64(0.12162770562770568), np.float64(0.12162770562770568), np.float64(0.12162770562770568), np.float64(0.2634237429237427), np.float64(0.29675707625707604), np.float64(0.34675707625707586), np.float64(0.37400793650793646), np.float64(0.37400793650793646), np.float64(0.37400793650793646), np.float64(0.37400793650793646), np.float64(0.3866728826728822), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.523426850926851), np.float64(0.523426850926851), np.float64(0.523426850926851)], [np.float64(-3.0), np.float64(-2.5202395382395384), np.float64(-2.5202395382395384), np.float64(-2.5202395382395384), np.float64(-0.5202395382395384), np.float64(-0.5202395382395384), np.float64(-0.5202395382395384), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616), np.float64(0.4797604617604616)], [np.float64(-1.633201298701299), np.float64(-0.9100841935841936), np.float64(-0.9100841935841936), np.float64(-0.8074790764790767), np.float64(-0.633201298701299), np.float64(-0.633201298701299), np.float64(0.2632943445443444), np.float64(0.2632943445443444), np.float64(0.2632943445443444), np.float64(0.2632943445443444), np.float64(0.5603966033966031), np.float64(0.5062229159729158), np.float64(0.5062229159729158), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658), np.float64(0.5720508658008658)], [np.float64(-1.631871905871906), np.float64(-1.631871905871906), np.float64(-0.7377476967476969), np.float64(0.21318975468975462), np.float64(0.21318975468975462), np.float64(0.21318975468975462), np.float64(0.21318975468975462), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.3334653679653677), np.float64(0.35413419913419875), np.float64(0.35413419913419875), np.float64(0.35413419913419875), np.float64(0.35413419913419875), np.float64(0.35413419913419875), np.float64(0.3708008658008655), np.float64(0.3708008658008655), np.float64(0.3708008658008655), np.float64(0.3708008658008655), np.float64(0.3708008658008655), np.float64(0.3708008658008655), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.3874675324675321), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158), np.float64(0.4145448162948158)]]","[70.914395570755, 75.38056635856628, 60.480467081069946, 63.67300033569336, 64.25604963302612, 65.83146357536316, 63.70202875137329, 47.7387216091156, 54.10977339744568, 55.30730962753296]"
0.2,0.4,"[np.float64(0.5397002442002441), np.float64(0.5130937950937947), np.float64(0.5195721500721497), np.float64(0.8047748917748916), np.float64(0.5380937950937947), np.float64(0.5130937950937947), np.float64(0.6133885281385285), np.float64(0.5337626262626258), np.float64(0.6542485847485843), np.float64(0.4989033189033186)]","[[np.float64(-3.653242923742924), np.float64(-1.653242923742924), np.float64(-1.6720797535797538), np.float64(-0.6499516872016875), np.float64(0.3279202464202461), np.float64(0.39171497946497913), np.float64(0.4366728826728821), np.float64(0.4366728826728821), np.float64(0.4366728826728821), np.float64(0.4929888167388167), np.float64(0.4929888167388167), np.float64(0.4929888167388167), np.float64(0.4929888167388167), np.float64(0.4929888167388167), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441), np.float64(0.5397002442002441)], [np.float64(-1.7365762570762573), np.float64(-0.7365762570762573), np.float64(-0.7365762570762573), np.float64(-0.7365762570762573), np.float64(0.2735939060939059), np.float64(0.2735939060939059), np.float64(0.3050904095904093), np.float64(0.3445869130869127), np.float64(0.4964271284271283), np.float64(0.4964271284271283), np.float64(0.4964271284271283), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947)], [np.float64(-3.703242923742924), np.float64(-2.7365762570762575), np.float64(-1.7809617882117883), np.float64(-0.5631977189477185), np.float64(-0.5631977189477185), np.float64(-0.5631977189477185), np.float64(0.293717893217893), np.float64(0.459155844155844), np.float64(0.459155844155844), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.5187770562770563), np.float64(0.5187770562770563), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497), np.float64(0.5195721500721497)], [np.float64(-2.781663558663559), np.float64(-0.6970797535797538), np.float64(-0.6970797535797538), np.float64(0.3029202464202462), np.float64(-0.6804130869130871), np.float64(-0.4744062049062052), np.float64(-0.4744062049062052), np.float64(0.3029202464202462), np.float64(0.3029202464202462), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5661363636363634), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.6064408369408367), np.float64(0.6064408369408367), np.float64(0.6226172438672442), np.float64(0.6226172438672442), np.float64(0.6226172438672442), np.float64(0.6726702741702739), np.float64(0.6726702741702739), np.float64(0.6726702741702739), np.float64(0.6726702741702739), np.float64(0.6798264790764796), np.float64(0.6726702741702739), np.float64(0.6726702741702739), np.float64(0.8047748917748916), np.float64(0.8047748917748916), np.float64(0.8047748917748916)], [np.float64(-1.8438253968253968), np.float64(-0.7726197691197693), np.float64(-0.7617056554556556), np.float64(-0.7365762570762573), np.float64(-0.7365762570762573), np.float64(0.2634237429237427), np.float64(0.29675707625707604), np.float64(0.29675707625707604), np.float64(0.29675707625707604), np.float64(0.36671497946497916), np.float64(0.36671497946497916), np.float64(0.36671497946497916), np.float64(0.36671497946497916), np.float64(0.36671497946497916), np.float64(0.39171497946497913), np.float64(0.47013561438561474), np.float64(0.47013561438561474), np.float64(0.47013561438561474), np.float64(0.47013561438561474), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947)], [np.float64(-1.9543403263403263), np.float64(-0.8541249583749586), np.float64(-0.8541249583749586), np.float64(-0.8319968919968922), np.float64(-0.7868102453102453), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947)], [np.float64(-3.9100841935841935), np.float64(-2.837829725829726), np.float64(-2.837829725829726), np.float64(-2.6611712454212455), np.float64(-0.8651262903762903), np.float64(-0.6665346320346324), np.float64(0.41781818181818176), np.float64(0.45836075036075025), np.float64(0.45836075036075025), np.float64(0.46061507936507917), np.float64(0.46061507936507917), np.float64(0.46061507936507917), np.float64(0.46061507936507917), np.float64(0.46061507936507917), np.float64(0.46061507936507917), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.5927196969696971), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285), np.float64(0.6133885281385285)], [np.float64(-3.0), np.float64(-2.5202395382395384), np.float64(-0.7726197691197693), np.float64(-0.7726197691197693), np.float64(-0.7726197691197693), np.float64(-0.5202395382395384), np.float64(0.4797604617604616), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258), np.float64(0.5337626262626258)], [np.float64(-1.633201298701299), np.float64(-0.6509920634920636), np.float64(-0.6509920634920636), np.float64(-0.6509920634920636), np.float64(-0.6509920634920636), np.float64(-0.4869062049062053), np.float64(-0.4869062049062053), np.float64(0.3084653679653676), np.float64(0.22162767787767773), np.float64(0.43680228105228147), np.float64(0.5130937950937947), np.float64(0.5130937950937947), np.float64(0.5380937950937947), np.float64(0.5380937950937947), np.float64(0.5536363636363635), np.float64(0.5536363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.5786363636363635), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6041461038961039), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843), np.float64(0.6542485847485843)], [np.float64(-1.631871905871906), np.float64(-0.7266724386724387), np.float64(-0.6654569874569878), np.float64(-0.599972582972583), np.float64(0.45836075036075025), np.float64(0.45836075036075025), np.float64(0.45836075036075025), np.float64(0.45836075036075025), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186), np.float64(0.4989033189033186)]]","[97.21175742149353, 104.71782684326172, 94.25746750831604, 102.96968388557434, 106.60722279548645, 94.98189806938171, 97.596200466156, 82.80882787704468, 95.50433158874512, 91.23325991630554]"
